artist,availability,colorIdentity,colors,defense,edhrecRank,edhrecSaltiness,frameVersion,keywords,layout,life,loyalty,manaCost,manaValue,name,number,otherFaceIds,power,printings,rarity,setCode,subtypes,supertypes,toughness,types
Kev Walker,"mtgo, paper",R,R,,16168.0,,1997,,normal,,,{R},1.0,Telim'Tor's Edict,198,,,MIR,rare,MIR,,,,Instant
Kathryn Rathke,"mtgo, paper",R,R,,23324.0,,1997,,normal,,,{X}{R}{R},2.0,Torrent of Lava,199,,,MIR,rare,MIR,,,,Sorcery
Andrew Robinson,"mtgo, paper",R,R,,12302.0,0.29,1997,,normal,,,{3}{R}{R},5.0,Zirilan of the Claw,204,,3,MIR,rare,MIR,"Viashino, Shaman",Legendary,4,Creature
Stuart Griffin,"mtgo, paper",G,G,,19482.0,0.17,1997,,normal,,,{1}{G},2.0,Afiya Grove,205,,,MIR,rare,MIR,,,,Enchantment
Alan Rabinowitz,"mtgo, paper",G,G,,21424.0,,1997,Enchant,normal,,,{1}{G},2.0,Armor of Thorns,206,,,,,,,,,
Mark Poole,"mtgo, paper",G,G,,22662.0,,1997,,normal,,,{2}{G}{G},4.0,Barbed Foliage,207,,,MIR,uncommon,MIR,,,,Enchantment
Ian Miller,"mtgo, paper",G,G,,23455.0,0.22,1997,,normal,,,{1}{G}{G},3.0,Brushwagg,208,,3,MIR,rare,MIR,Brushwagg,,2,Creature
Alan Rabinowitz,"mtgo, paper",G,G,,23250.0,,1997,Trample,normal,,,{4}{G}{G},6.0,Canopy Dragon,209,,4,MIR,rare,MIR,Dragon,,4,Creature
Chippy,"mtgo, paper",G,G,,24111.0,,1997,,normal,,,{1}{G}{G},3.0,Cycle of Life,211,,,MIR,rare,MIR,,,,Enchantment
Drew Tucker,"mtgo, paper",G,G,,23753.0,0.2,1997,Enchant,normal,,,{1}{G},2.0,Decomposition,212,,,MIR,uncommon,MIR,Aura,,,Enchantment
Una Fricker,"mtgo, paper",G,G,,24883.0,,1997,,normal,,,{2}{G},3.0,Gibbering Hyenas,219,,3,MIR,common,MIR,Hyena,,2,Creature
Dan Frazier,"mtgo, paper","G, R, W",G,,24079.0,,1997,,normal,,,{G},1.0,Granger Guildmage,220,,1,MIR,common,MIR,"Human, Wizard",,1,Creature
David A. Cherry,"mtgo, paper",G,G,,9175.0,1.17,1997,,normal,,,{1}{G}{G},3.0,Hall of Gemstone,221,,,"MIR, WC98",rare,MIR,,World,,Enchantment
Junior Tomlin,"mtgo, paper",G,G,,23400.0,0.22,1997,"Flanking, Shroud",normal,,,{1}{G}{G},3.0,Jolrael's Centaur,222,,2,"MIR, WC97",common,MIR,"Centaur, Archer",,2,Creature
Mark Poole,"mtgo, paper","G, R",G,,24013.0,0.17,1997,,normal,,,{3}{G},4.0,Jungle Patrol,223,,3,MIR,rare,MIR,"Human, Soldier",,2,Creature
Tom Kyffin,"mtgo, paper",G,G,,24081.0,0.06,1997,,normal,,,{3}{G}{G},5.0,Jungle Wurm,224,,5,"MIR, VMA",common,MIR,Wurm,,5,Creature
Janine Johnston,"mtgo, paper",G,G,,23429.0,0.62,1997,Protection,normal,,,{1}{G},2.0,Karoo Meerkat,225,,2,MIR,uncommon,MIR,Mongoose,,1,Creature
William Donohoe,"mtgo, paper",G,G,,21791.0,,1997,Flying,normal,,,{3}{G},4.0,Locust Swarm,226,,1,MIR,uncommon,MIR,Insect,,1,Creature
Andrew Robinson,"mtgo, paper",G,G,,16559.0,0.16,1997,,normal,,,{2}{G}{G},4.0,Lure of Prey,227,,,MIR,rare,MIR,,,,Instant
Ian Miller,"mtgo, paper",G,G,,17582.0,0.21,1997,"Defender, Flying",normal,,,{2}{G},3.0,Mindbender Spores,229,,0,MIR,rare,MIR,"Fungus, Wall",,1,Creature
Stuart Griffin,"mtgo, paper","G, U",G,,25592.0,,1997,,normal,,,{G},1.0,Mtenda Lion,230,,2,MIR,common,MIR,Cat,,1,Creature
John Malloy,"mtgo, paper",G,G,,16240.0,0.93,1997,,normal,,,{2}{G}{G},4.0,Natural Balance,231,,,"MIR, OLEP",rare,MIR,,,,Sorcery
Janine Johnston,"mtgo, paper",G,G,,25433.0,,1997,,normal,,,{3}{G},4.0,Nettletooth Djinn,232,,4,MIR,uncommon,MIR,Djinn,,4,Creature
Kev Walker,"mtgo, paper",G,G,,21282.0,0.19,1997,,normal,,,{2}{G}{G},4.0,Preferred Selection,233,,,MIR,rare,MIR,,,,Enchantment
Tony Roberts,"mtgo, paper",G,G,,13042.0,0.42,1997,,normal,,,{1}{G}{G},3.0,Roots of Life,237,,,MIR,uncommon,MIR,,,,Enchantment
Andrew Robinson,"mtgo, paper",G,G,,11635.0,0.37,1997,,normal,,,{2}{G},3.0,Sabertooth Cobra,238,,2,"MIR, PLIST",common,MIR,Snake,,2,Creature
Stuart Griffin,"mtgo, paper",G,G,,14062.0,0.09,1997,,normal,,,{G},1.0,Seedling Charm,240,,,,,,,,,
Junior Tomlin,"mtgo, paper",G,G,,15803.0,0.06,1997,,normal,,,{1}{G}{G},3.0,Seeds of Innocence,241,,,MIR,rare,MIR,,,,Sorcery
D. Alexander Gregory,"mtgo, paper",G,G,,24264.0,0.4,1997,,normal,,,{1}{G},2.0,Serene Heart,242,,,MIR,common,MIR,,,,Instant
Geofrey Darrow,"mtgo, paper",G,G,,24797.0,0.2,1997,,normal,,,{G}{G},2.0,Superior Numbers,244,,,MIR,uncommon,MIR,,,,Sorcery
D. Alexander Gregory,"mtgo, paper",G,G,,21067.0,0.08,1997,,normal,,,{1}{G},2.0,Tranquil Domain,245,,,MIR,common,MIR,,,,Instant
Richard Kane Ferguson,"mtgo, paper",G,G,,23026.0,0.33,1997,,normal,,,{X}{G},1.0,Tropical Storm,246,,,MIR,uncommon,MIR,,,,Sorcery
Junior Tomlin,"mtgo, paper",G,G,,21453.0,0.15,1997,Flying,normal,,,{1}{G},2.0,Uktabi Faerie,247,,1,MIR,common,MIR,Faerie,,1,Creature
Pat Morrissey,"mtgo, paper",G,G,,24769.0,0.22,1997,,normal,,,{3}{G},4.0,Unyaro Bee Sting,250,,,MIR,uncommon,MIR,,,,Sorcery
Junior Tomlin,"mtgo, paper",G,G,,22058.0,,1997,Trample,normal,,,{3}{G},4.0,Wild Elephant,254,,3,MIR,common,MIR,Elephant,,3,Creature
Rebecca Guay,"mtgo, paper","G, W","G, W",,17485.0,0.14,1997,Flying,normal,,,{2}{G}{W},4.0,"Asmira, Holy Avenger",256,,2,MIR,rare,MIR,"Human, Cleric",Legendary,3,Creature
Adam Rex,"mtgo, paper","B, U","B, U",,22467.0,0.12,1997,"Islandwalk, Landwalk",normal,,,{2}{U}{B},4.0,Benthic Djinn,257,,5,MIR,rare,MIR,Djinn,,3,Creature
Alan Rabinowitz,"mtgo, paper","B, G","B, G",,16164.0,0.33,1997,,normal,,,{3}{B}{G},5.0,Cadaverous Bloom,258,,,"MIR, OLEP",rare,MIR,,,,Enchantment
Scott M. Fischer,"mtgo, paper","B, W","B, W",,18152.0,0.42,1997,,normal,,,{1}{W}{B},3.0,Circle of Despair,259,,,MIR,rare,MIR,,,,Enchantment
Terese Nielsen,"mtgo, paper","B, R","B, R",,10031.0,0.25,1997,,normal,,,{1}{B}{R},3.0,Delirium,260,,,MIR,uncommon,MIR,,,,Instant
Alan Rabinowitz,"mtgo, paper","B, R","B, R",,24112.0,,1997,,normal,,,{2}{B}{R},4.0,Discordant Spirit,261,,2,MIR,rare,MIR,Spirit,,2,Creature
Jennifer Law,"mtgo, paper","R, U","R, U",,24564.0,0.08,1997,"Flying, Trample",normal,,,{2}{U}{R},4.0,Emberwilde Caliph,262,,4,MIR,rare,MIR,Djinn,,4,Creature
Scott Kirschner,"mtgo, paper","R, W","R, W",,20383.0,,1997,,normal,,,{X}{R}{W},2.0,Energy Bolt,263,,,MIR,rare,MIR,,,,Sorcery
Thomas Gianni,"mtgo, paper","R, U","R, U",,10300.0,0.2,1997,Flying,normal,,,{1}{U}{R},3.0,Frenetic Efreet,264,,,,,,,,,
Mike Kimble,"mtgo, paper","B, G","B, G",,13094.0,0.25,1997,,normal,,,{1}{B}{G},3.0,Grim Feast,265,,,MIR,rare,MIR,,,,Enchantment
Stuart Beel,"mtgo, paper","U, W","U, W",,25205.0,,1997,Reach,normal,,,{2}{W}{U},4.0,Harbor Guardian,266,,3,MIR,uncommon,MIR,Gargoyle,,4,Creature
Chippy,"mtgo, paper","B, U","B, U",,25236.0,,1997,Flying,normal,,,{1}{U}{B},3.0,Haunting Apparition,267,,1+*,MIR,uncommon,MIR,Spirit,,2,Creature
Zina Saunders,"mtgo, paper","U, W","U, W",,25132.0,,1997,"Flying, Protection",normal,,,{2}{W}{U},4.0,Hazerider Drake,268,,2,MIR,uncommon,MIR,Drake,,3,Creature
Richard Kane Ferguson,"mtgo, paper","B, R","B, R",,21057.0,,1997,,normal,,,{X}{B}{R},2.0,Kaervek's Purge,270,,,MIR,uncommon,MIR,,,,Sorcery
Dermot Power,"mtgo, paper","U, W","U, W",,25492.0,,1997,Flying,normal,,,{1}{W}{U},3.0,Leering Gargoyle,271,,2,MIR,rare,MIR,Gargoyle,,2,Creature
Scott M. Fischer,"mtgo, paper","G, U","G, U",,22365.0,0.07,1997,Cumulative upkeep,normal,,,{3}{G}{U},5.0,Malignant Growth,272,,,MIR,rare,MIR,,,,Enchantment
Robert Bliss,"mtgo, paper","B, R","B, R",,12765.0,0.55,1997,,normal,,,{2}{B}{R},4.0,Phyrexian Purge,273,,,MIR,rare,MIR,,,,Sorcery
Thomas Gianni,"mtgo, paper","U, W","U, W",,11050.0,,1997,,normal,,,{X}{W}{U},2.0,Prismatic Boon,274,,,MIR,uncommon,MIR,,,,Instant
Mike Dringenberg,"mtgo, paper","B, W","B, W",,20872.0,0.45,1997,,normal,,,{2}{W}{B},4.0,Purgatory,275,,,MIR,rare,MIR,,,,Enchantment
Jennifer Law,"mtgo, paper","G, W","G, W",,25606.0,0.06,1997,,normal,,,{1}{G}{W},3.0,Radiant Essence,276,,2,MIR,uncommon,MIR,Spirit,,3,Creature
Ron Spencer,"mtgo, paper","R, W","R, W",,16397.0,0.08,1997,,normal,,,{3}{R}{W},5.0,Reflect Damage,277,,,MIR,rare,MIR,,,,Instant
Douglas Shuler,"mtgo, paper","U, W","U, W",,16102.0,0.35,1997,,normal,,,{1}{W}{U},3.0,Reparations,278,,,MIR,rare,MIR,,,,Enchantment
Ian Miller,"mtgo, paper","G, R","G, R",,24548.0,0.04,1997,,normal,,,{4}{R}{G},6.0,Rock Basilisk,279,,4,MIR,rare,MIR,Basilisk,,5,Creature
Martin McKenna,"mtgo, paper","G, R","G, R",,25499.0,0.1,1997,,normal,,,{3}{R}{G},5.0,Sawback Manticore,281,,2,MIR,rare,MIR,Manticore,,4,Creature
Terese Nielsen,"mtgo, paper","B, U","B, U",,21928.0,0.15,1997,,normal,,,{X}{U}{B},2.0,Sealed Fate,282,,,MIR,uncommon,MIR,,,,Sorcery
Dom!,"mtgo, paper","B, U","B, U",,23239.0,0.15,1997,,normal,,,{U}{B},2.0,Spatial Binding,284,,,MIR,uncommon,MIR,,,,Enchantment
D. Alexander Gregory,"mtgo, paper","B, U","B, U",,14117.0,,1997,,normal,,,{1}{U}{B},3.0,Unfulfilled Desires,285,,,MIR,rare,MIR,,,,Enchantment
Rebecca Guay,"mtgo, paper","G, W","G, W",,21587.0,,1997,,normal,,,{X}{G}{W},2.0,Vitalizing Cascade,286,,,MIR,uncommon,MIR,,,,Instant
Scott M. Fischer,"mtgo, paper","G, U","G, U",,24520.0,0.06,1997,Phasing,normal,,,{2}{G}{U},4.0,Warping Wurm,287,,1,MIR,rare,MIR,Wurm,,1,Creature
Susan Van Camp,"mtgo, paper","G, W","G, W",,19615.0,0.16,1997,Enchant,normal,,,{1}{G}{W},3.0,Wellspring,288,,,MIR,rare,MIR,Aura,,,Enchantment
Tony Roberts,"mtgo, paper","G, R","G, R",,25074.0,,1997,"Flying, Protection",normal,,,{1}{R}{G},3.0,Windreaper Falcon,289,,1,MIR,uncommon,MIR,Bird,,1,Creature
Margaret Organ-Kean,"mtgo, paper","G, W","G, W",,16194.0,,1997,,normal,,,{2}{G}{W},4.0,Zebra Unicorn,290,,2,MIR,uncommon,MIR,Unicorn,,2,Creature
Stuart Beel,"mtgo, paper",,,,24139.0,,1997,,normal,,,{4},4.0,Acidic Dagger,291,,,MIR,rare,MIR,,,,Artifact
Kaja Foglio,"mtgo, paper",,,,23660.0,0.08,1997,,normal,,,{5},5.0,Amulet of Unmaking,293,,,MIR,rare,MIR,,,,Artifact
Scott Kirschner,"mtgo, paper",,,,18981.0,0.08,1997,,normal,,,{5},5.0,Basalt Golem,294,,2,MIR,uncommon,MIR,Golem,,4,"Artifact, Creature"
D. Alexander Gregory,"mtgo, paper",,,,23248.0,,1997,,normal,,,{4},4.0,Bone Mask,295,,,MIR,rare,MIR,,,,Artifact
Gerry Grace,"mtgo, paper",,,,24315.0,,1997,,normal,,,{3},3.0,Chariot of the Sun,297,,,MIR,uncommon,MIR,,,,Artifact
Mike Dringenberg,"mtgo, paper",,,,22667.0,,1997,,normal,,,{4},4.0,Crystal Golem,298,,3,MIR,uncommon,MIR,Golem,,3,"Artifact, Creature"
Douglas Shuler,"mtgo, paper",,,,23757.0,,1997,,normal,,,{4},4.0,Elixir of Vitality,300,,,MIR,uncommon,MIR,,,,Artifact
Ron Spencer,"mtgo, paper",,,,22669.0,0.1,1997,,normal,,,{3},3.0,Ersatz Gnomes,301,,1,MIR,uncommon,MIR,Gnome,,1,"Artifact, Creature"
Ian Miller,"mtgo, paper",,,,23399.0,,1997,Rampage,normal,,,{3},3.0,Horrible Hordes,304,,2,MIR,uncommon,MIR,Spirit,,2,"Artifact, Creature"
Adam Rex,"mtgo, paper",,,,25091.0,0.17,1997,,normal,,,{5},5.0,Igneous Golem,305,,3,MIR,uncommon,MIR,Golem,,4,"Artifact, Creature"
Margaret Organ-Kean,"mtgo, paper",,,,1002.0,1.2,1997,,normal,,,{0},0.0,Lion's Eye Diamond,307,,,"MIR, PRM, VMA",rare,MIR,,,,Artifact
John Bolton,"mtgo, paper",,,,18677.0,,1997,,normal,,,{5},5.0,Mangara's Tome,309,,,MIR,rare,MIR,,,,Artifact
Jeff Miracola,"mtgo, paper",,,,15414.0,0.33,1997,,normal,,,{3},3.0,Misers' Cage,311,,,MIR,rare,MIR,,,,Artifact
Mike Kimble,"mtgo, paper",,,,18534.0,0.08,1997,,normal,,,{3},3.0,Paupers' Cage,314,,,MIR,rare,MIR,,,,Artifact
Zak Plucinski,"mtgo, paper",,,,24547.0,,1997,,normal,,,{4},4.0,Razor Pendulum,317,,,MIR,rare,MIR,,,,Artifact
John Matson,"mtgo, paper",,,,24645.0,,1997,,normal,,,{5},5.0,Sand Golem,318,,3,MIR,uncommon,MIR,Golem,,3,"Artifact, Creature"
Liz Danforth,"mtgo, paper",,,,16932.0,,1997,"Flying, Rampage, Trample",normal,,,{9},9.0,Teeka's Dragon,320,,,,,,,,,
Kev Walker,"mtgo, paper",,,,24613.0,0.11,1997,,normal,,,{2},2.0,Telim'Tor's Darts,321,,,MIR,uncommon,MIR,,,,Artifact
Zak Plucinski,"mtgo, paper",,,,24306.0,,1997,,normal,,,{3},3.0,Unerring Sling,322,,,MIR,uncommon,MIR,,,,Artifact
Ron Spencer,"mtgo, paper",,,,21495.0,0.2,1997,,normal,,,{3},3.0,Ventifact Bottle,323,,,MIR,rare,MIR,,,,Artifact
Gerry Grace,"mtgo, paper",U,,,14070.0,0.09,1997,Phasing,normal,,,,0.0,Teferi's Isle,330,,,MIR,rare,MIR,,Legendary,,Land
Jason Chan,"mtgo, paper",W,W,,,,2015,Flying,normal,,,{6}{W}{W}{W},9.0,"Iona, Shield of Emeria",20,,7,"MM2, V15, ZEN",mythic,MM2,Angel,Legendary,7,Creature
Chris Rahn,"mtgo, paper",U,U,,10298.0,0.05,2015,"Flying, Metalcraft",normal,,,{2}{U}{U},4.0,Argent Sphinx,41,,4,"MM2, SOM, TD2",rare,MM2,Sphinx,,3,Creature
Chris Rahn,"mtgo, paper",U,U,,4664.0,0.24,2015,Metalcraft,normal,,,{1}{U}{U},3.0,Stoic Rebuttal,59,,,"MM2, SOM, TD2",common,MM2,,,,Instant
Dave Kendall,"mtgo, paper",U,U,,12578.0,0.32,2015,,normal,,,{1}{U}{U},3.0,Surrakar Spellblade,60,,2,"MM2, ROE",rare,MM2,Surrakar,,1,Creature
Daarken,"mtgo, paper",B,B,,6898.0,0.37,2015,Wither,normal,,,{3}{B}{B}{B},6.0,Midnight Banshee,86,,5,"MM2, SHM",rare,MM2,Spirit,,5,Creature
Dan Scott,"mtgo, paper",B,B,,16453.0,,2015,Wither,normal,,,{1}{B},2.0,Sickle Ripper,96,,2,"MM2, SHM",common,MM2,"Elemental, Warrior",,1,Creature
Wayne Reynolds,"mtgo, paper",R,R,,4116.0,0.1,2015,,normal,,,{R},1.0,Brute Force,108,,,"MM2, MMA, PLC, TSR",common,MM2,,,,Instant
Izzy,"mtgo, paper",R,R,,11279.0,0.06,2015,,normal,,,{R},1.0,Spikeshot Elder,127,,1,"MM2, SOM",rare,MM2,"Goblin, Shaman",,1,Creature
Goran Josic,"mtgo, paper",R,R,,4099.0,0.69,2015,Enchant,normal,,,{2}{R}{R},4.0,Splinter Twin,129,,,"MM2, PLIST, ROE",rare,MM2,Aura,,,Enchantment
Dave Kendall,"mtgo, paper",G,G,,9335.0,,2015,,normal,,,{G/P},1.0,Mutagenic Growth,149,,,"MM2, NPH",uncommon,MM2,,,,Instant
Arnie Swekel,"mtgo, paper",G,G,,23577.0,0.06,2015,Convoke,normal,,,{4}{G}{G},6.0,Root-Kin Ally,158,,3,"MM2, RAV",uncommon,MM2,"Elemental, Warrior",,3,Creature
Shishizaru,"mtgo, paper",G,G,,12817.0,,2015,Convoke,normal,,,{2}{G},3.0,Sundering Vitae,163,,,"MM2, RAV",common,MM2,,,,Instant
Christopher Moeller,"mtgo, paper",G,G,,3226.0,0.11,2015,Kicker,normal,,,{G},1.0,Vines of Vastwood,168,,,"MM2, ZEN",common,MM2,,,,Instant
Matt Cavotta,"mtgo, paper","B, R","B, R",,22553.0,,2015,,normal,,,{B/R}{B/R}{B/R},3.0,Ashenmoor Gouger,190,,4,"MM2, SHM",uncommon,MM2,"Elemental, Warrior",,4,Creature
Eric Fortune,"mtgo, paper","U, W","U, W",,11876.0,0.05,2015,Flying,normal,,,{2}{W/U}{W/U},4.0,Swans of Bryn Argoll,199,,4,"MM2, SHM",rare,MM2,"Bird, Spirit",,3,Creature
David Palumbo,"mtgo, paper",,,,11487.0,,2015,,normal,,,{X},0.0,Chimeric Mass,204,,,"MM2, SOM",rare,MM2,,,,Artifact
Steven Belledin,"mtgo, paper","B, G, R, U, W",,,15897.0,,2015,,normal,,,{5},5.0,Etched Monstrosity,210,,10,"MM2, NPH",rare,MM2,"Phyrexian, Golem",,10,"Artifact, Creature"
Dave Allsop,"mtgo, paper",W,,,22623.0,,2015,,normal,,,{2},2.0,Glint Hawk Idol,216,,,"MM2, SOM",common,MM2,,,,Artifact
Igor Kieryluk,"mtgo, paper",,,,17012.0,0.09,2015,Metalcraft,normal,,,{4},4.0,Rusted Relic,227,,,"MM2, SOM",common,MM2,,,,Artifact
William O'Connor,"mtgo, paper",W,W,,13838.0,,2015,,normal,,,{1}{W},2.0,Graceful Reprieve,8,,,"MM3, MOR",common,MM3,,,,Instant
Kev Walker,"mtgo, paper",U,U,,9048.0,,2015,,normal,,,{3}{U},4.0,Wing Splicer,57,,1,"MM3, NPH",uncommon,MM3,"Phyrexian, Human, Artificer",,1,Creature
Karl Kopinski,"mtgo, paper",B,B,,19665.0,,2015,Defender,normal,,,{3}{B},4.0,Ogre Jailbreaker,80,,4,"MM3, RTR",common,MM3,"Ogre, Rogue",,4,Creature
Kev Walker,"mtgo, paper",R,R,,8644.0,0.25,2015,,normal,,,{1}{R},2.0,Pyromancer Ascension,108,,,"MM3, PLIST, SS3, ZEN",rare,MM3,,,,Enchantment
Scott Chou,"mtgo, paper",R,R,,13859.0,0.29,2015,,normal,,,{3}{R},4.0,Traitorous Instinct,114,,,"MM3, ROE, RTR",common,MM3,,,,Sorcery
Austin Hsu,"mtgo, paper",G,G,,17738.0,0.18,2015,,normal,,,{3}{G}{G},5.0,Baloth Cage Trap,120,,,"MM3, ZEN",uncommon,MM3,Trap,,,Instant
Greg Staples,"mtgo, paper",G,G,,5873.0,,2015,,normal,,,{1}{G}{G},3.0,Gaea's Anthem,127,,,"MM3, PLC, PLIST, TSR",uncommon,MM3,,,,Enchantment
Drew Tucker,"mtgo, paper",G,G,,20020.0,,2015,Trample,normal,,,{2}{G},3.0,Hungry Spriggan,129,,1,"MM3, SHM",common,MM3,"Goblin, Warrior",,1,Creature
Christopher Moeller,"mtgo, paper",G,G,,1768.0,0.1,2015,,normal,,,{1}{G},2.0,Seal of Primordium,135,,,"MM3, PLC, TSR",common,MM3,,,,Enchantment
Marco Nelor,"mtgo, paper",G,G,,10910.0,0.17,2015,,normal,,,{X}{G},1.0,Slime Molding,137,,,"MM3, RTR",common,MM3,,,,Sorcery
Kieran Yanner,"mtgo, paper",G,G,,12982.0,0.12,2015,,normal,,,{4}{G}{G},6.0,Summoning Trap,139,,,"MM3, ZEN",rare,MM3,Trap,,,Instant
Daarken,"mtgo, paper",G,G,,8902.0,,2015,,normal,,,{3}{G},4.0,Vital Splicer,145,,1,"MM3, NPH",uncommon,MM3,"Phyrexian, Human, Artificer",,1,Creature
Scott M. Fischer,"mtgo, paper","R, U","R, U",,9915.0,0.19,2015,Overload,normal,,,{U}{R},2.0,Teleportal,193,,,"MM3, RTR",uncommon,MM3,,,,Sorcery
Michael Sutfin,"mtgo, paper","R, W","R, W",,14811.0,0.5,2015,,normal,,,{R}{W},2.0,Thundersong Trumpeter,195,,2,"MM3, RAV",uncommon,MM3,"Human, Soldier",,1,Creature
Warren Mahy,"mtgo, paper","U, W","U, W",,22035.0,0.12,2015,Conspire,normal,,,{3}{W/U},4.0,Aethertow,205,,,"MM3, SHM",common,MM3,,,,Instant
Warren Mahy,"mtgo, paper","G, R","G, R",,17758.0,0.05,2015,,normal,,,{1}{R/G},2.0,Tattermunge Witch,212,,2,"MM3, SHM",uncommon,MM3,"Goblin, Shaman",,1,Creature
Mike Dringenberg,"mtgo, paper",,,,11509.0,1.1,2015,,normal,,,{3},3.0,Damping Matrix,218,,,"MM3, MRD",rare,MM3,,,,Artifact
Quinton Hoover,"mtgo, paper",W,W,,14857.0,,2003,,normal,,,{1}{W},2.0,Amrou Scout,2,,2,"MMA, TSP, TSR",common,MMA,"Kithkin, Rebel, Scout",,1,Creature
Quinton Hoover,"mtgo, paper",W,W,,16301.0,0.18,2003,,normal,,,{2}{W},3.0,Amrou Seekers,3,,2,"MMA, TSP, TSR",common,MMA,"Kithkin, Rebel",,2,Creature
Mark Zug,"mtgo, paper",W,W,,1739.0,0.57,2003,Split second,normal,,,{W},1.0,Angel's Grace,4,,,"MMA, PLIST, TSP, TSR",rare,MMA,,,,Instant
Dan Scott,"mtgo, paper",W,W,,16563.0,0.05,2003,,normal,,,{4}{W}{W},6.0,Feudkiller's Verdict,15,,,"MMA, MOR",uncommon,MMA,Giant,,,"Tribal, Sorcery"
Zack Stella,"mtgo, paper",W,W,,17547.0,0.24,2003,Suspend,normal,,,{5}{W}{W},7.0,Ivory Giant,19,,3,"MMA, TSP, TSR",common,MMA,Giant,,4,Creature
Steven Belledin,"mtgo, paper",W,W,,14834.0,0.03,2003,Evoke,normal,,,{2}{W}{W},4.0,Meadowboon,22,,3,"MMA, MOR",uncommon,MMA,Elemental,,3,Creature
Jim Nelson,"mtgo, paper",W,W,,11761.0,0.06,2003,,normal,,,{3}{W},4.0,Pallid Mycoderm,24,,2,"MMA, PLC, TSR",common,MMA,Fungus,,4,Creature
Brian Despain,"mtgo, paper",W,W,,22203.0,0.07,2003,,normal,,,{2}{W},3.0,Saltfield Recluse,27,,1,"MMA, PLC, TSR",common,MMA,"Human, Rebel, Cleric",,2,Creature
Kev Walker,"mtgo, paper",W,W,,21063.0,0.08,2003,,normal,,,{3}{W},4.0,Sandsower,29,,1,"MMA, PSAL, RAV",uncommon,MMA,Spirit,,3,Creature
Kev Walker,"mtgo, paper",W,W,,16041.0,,2003,,normal,,,{1}{W},2.0,Veteran Armorer,34,,2,"MMA, RAV",common,MMA,"Human, Soldier",,2,Creature
Janine Johnston,"mtgo, paper",U,U,,10034.0,0.18,2003,,normal,,,{2}{U}{U},4.0,Careful Consideration,37,,,"MMA, TSP, TSR",uncommon,MMA,,,,Instant
Zoltan Boros & Gabor Szikszai,"mtgo, paper",U,U,,23306.0,0.08,2003,,normal,,,{2}{U},3.0,Erratic Mutation,42,,,"MMA, PLC, TSR",common,MMA,,,,Instant
Warren Mahy,"mtgo, paper",U,U,,9388.0,0.06,2003,"Flying, Prowl",normal,,,{3}{U},4.0,Latchkey Faerie,50,,3,"MMA, MOR, PLIST, ZNC",common,MMA,"Faerie, Rogue",,1,Creature
Shelly Wan,"mtgo, paper",U,U,,2819.0,0.08,2003,Changeling,normal,,,{U},1.0,Mothdust Changeling,53,,1,"MMA, MOR",common,MMA,Shapeshifter,,1,Creature
Dan Scott,"mtgo, paper",U,U,,21394.0,,2003,,normal,,,{5}{U},6.0,Vedalken Dismisser,69,,2,"MMA, PSAL, RAV",common,MMA,"Vedalken, Wizard",,2,Creature
Warren Mahy,"mtgo, paper",B,B,,15768.0,0.05,2003,Prowl,normal,,,{2}{B},3.0,Auntie's Snitch,72,,3,"MMA, MOR",uncommon,MMA,"Goblin, Rogue",,1,Creature
Ron Spears,"mtgo, paper",B,B,,19218.0,0.24,2003,,normal,,,{1}{B},2.0,Blightspeaker,73,,1,"MMA, PLC, TSR",common,MMA,"Human, Rebel, Cleric",,1,Creature
Warren Mahy,"mtgo, paper",B,B,,11922.0,0.27,2003,Prowl,normal,,,{3}{B}{B},5.0,Earwig Squad,82,,5,"MMA, MOR, PMOR, PRM",rare,MMA,"Goblin, Rogue",,3,Creature
Jon Foster,"mtgo, paper",B,B,,18581.0,,2003,Split second,normal,,,{B},1.0,Extirpate,84,,,"MMA, PLC, TSR",rare,MMA,,,,Instant
Pete Venters,"mtgo, paper",B,B,,15048.0,0.13,2003,,normal,,,{1}{B},2.0,Rathi Trapper,94,,1,"MMA, PLC, TSR",common,MMA,"Human, Rebel, Rogue",,2,Creature
Matt Cavotta,"mtgo, paper",B,B,,15642.0,0.19,2003,,normal,,,{1}{B},2.0,Warren Weirding,104,,,"MMA, MOR",common,MMA,Goblin,,,"Tribal, Sorcery"
Volkan BaÇµa,"mtgo, paper",R,R,,15752.0,0.07,2003,,normal,,,{1}{R}{R},3.0,Countryside Crusher,108,,3,"MMA, MOR",rare,MMA,"Giant, Warrior",,3,Creature
Carl Critchlow,"mtgo, paper",R,R,,23042.0,0.19,2003,Echo,normal,,,{3}{R},4.0,Hammerheim Deadeye,119,,3,"MMA, PLC",common,MMA,"Giant, Warrior",,3,Creature
Zoltan Boros & Gabor Szikszai,"mtgo, paper",R,R,,21346.0,0.21,2003,"Flying, Suspend",normal,,,{4}{R}{R},6.0,Pardic Dragon,124,,4,"MMA, TSP",uncommon,MMA,Dragon,,4,Creature
Vance Kovacs,"mtgo, paper",R,R,,14494.0,0.12,2003,Split second,normal,,,{1}{R},2.0,Sudden Shock,133,,,"MMA, PRM, PTSP, TSP, TSR",uncommon,MMA,,,,Instant
Mark Poole,"mtgo, paper",R,R,,13650.0,0.33,2003,Changeling,normal,,,{3}{R},4.0,War-Spike Changeling,139,,3,"MMA, MOR",common,MMA,Shapeshifter,,3,Creature
